0.00000,0.05021
1.18333,0.05043
0.00000,0.05101
1.18333,0.05190
2.28333,0.05298
3.36667,0.05413
4.45000,0.05522
5.55000,0.05614
6.63333,0.05679
7.71667,0.05712
8.81667,0.05713
9.90000,0.05688
10.98333,0.05647
12.08333,0.05599
13.16667,0.05555
14.26667,0.05523
15.35000,0.05511
16.45000,0.05524
17.53333,0.05560
18.61667,0.05613
19.71667,0.05675
20.80000,0.05737
21.90000,0.05791
23.00000,0.05832
24.08333,0.05855
25.18333,0.05858
26.26667,0.05843
27.35000,0.05815
28.45000,0.05782
29.53333,0.05753
30.61667,0.05734
31.70000,0.05727
32.80000,0.05735
33.88333,0.05760
34.96667,0.05797
36.05000,0.05840
37.13333,0.05882
38.21667,0.05914
39.30000,0.05928
40.38333,0.05922
41.46667,0.05891
42.55000,0.05835
43.63333,0.05759
44.71667,0.05667
45.80000,0.05570
46.90000,0.05479
47.96667,0.05402
49.05000,0.05347
50.13333,0.05319
51.21667,0.05321
52.30000,0.05351
53.38333,0.05402
54.46667,0.05464
55.55000,0.05526
56.63333,0.05576
57.71667,0.05605
58.80000,0.05605
59.88333,0.05571
60.96667,0.05506
62.05000,0.05417
63.13333,0.05313
64.20000,0.05207
65.28333,0.05112
66.36667,0.05038
67.45000,0.04995
68.53333,0.04989
69.61667,0.05020
70.70000,0.05082
71.78333,0.05168
72.86667,0.05268
73.95000,0.05372
75.03333,0.05472
76.11667,0.05558
77.18333,0.05623
78.26667,0.05664
79.35000,0.05682
80.43333,0.05679
81.51667,0.05656
82.60000,0.05615
83.68333,0.05556
84.76667,0.05481
85.85000,0.05393
86.93333,0.05295
88.01667,0.05188
89.10000,0.05079
90.16667,0.04971
91.25000,0.04873
92.33333,0.04796
93.41667,0.04748
94.50000,0.04735
95.58333,0.04760
96.66667,0.04823
97.75000,0.04922
98.83333,0.05052
99.91667,0.05206
101.00000,0.05371
102.08333,0.05538
103.16667,0.05696
104.25000,0.05839
105.33333,0.05963
106.41667,0.06064
107.50000,0.06138
108.58333,0.06185
109.66667,0.06202
110.75000,0.06192
111.83333,0.06156
112.91667,0.06097
114.00000,0.06016
115.08333,0.05919
116.16667,0.05811
117.25000,0.05704
118.33333,0.05608
119.41667,0.05530
120.50000,0.05477
121.58333,0.05450
122.65000,0.05451
123.73333,0.05475
124.81667,0.05517
125.90000,0.05566
126.98333,0.05612
128.06667,0.05644
129.15000,0.05656
130.23333,0.05647
131.31667,0.05620
132.41667,0.05579
133.50000,0.05528
134.58333,0.05475
135.66667,0.05427
136.75000,0.05387
137.83333,0.05361
138.91667,0.05347
140.00000,0.05337
141.08333,0.05327
142.16667,0.05312
143.25000,0.05288
144.33333,0.05254
145.41667,0.05207
146.50000,0.05147
147.58333,0.05078
148.66667,0.05005
149.75000,0.04934
150.83333,0.04871
151.91667,0.04819
153.00000,0.04780
154.08333,0.04754
155.18333,0.04741
156.26667,0.04741
157.35000,0.04749
158.43333,0.04762
159.51667,0.04774
160.60000,0.04781
161.68333,0.04779
162.76667,0.04768
163.86667,0.04746
164.95000,0.04713
166.03333,0.04671
167.11667,0.04622
168.20000,0.04572
169.28333,0.04523
170.38333,0.04480
171.46667,0.04444
172.55000,0.04415
173.63333,0.04393
174.71667,0.04373
175.81667,0.04352
176.90000,0.04323
177.98333,0.04283
179.06667,0.04226
180.15000,0.04151
181.23333,0.04058
182.33333,0.03951
183.41667,0.03839
184.50000,0.03728
185.58333,0.03630
186.68333,0.03552
187.76667,0.03504
188.85000,0.03490
189.93333,0.03513
191.03333,0.03569
192.11667,0.03651
193.20000,0.03750
194.28333,0.03852
195.38333,0.03946
196.46667,0.04021
197.55000,0.04067
198.63333,0.04079
199.73333,0.04059
200.81667,0.04011
201.90000,0.03945
202.98333,0.03873
204.06667,0.03806
205.16667,0.03754
206.25000,0.03726
207.33333,0.03727
208.41667,0.03756
209.50000,0.03805
210.60000,0.03867
211.68333,0.03929
212.76667,0.03982
213.85000,0.04017
214.95000,0.04026
216.03333,0.04006
217.11667,0.03959
218.20000,0.03892
219.28333,0.03813
220.36667,0.03732
221.45000,0.03659
222.55000,0.03599
223.63333,0.03560
224.71667,0.03545
225.81667,0.03554
226.90000,0.03585
227.98333,0.03631
229.08333,0.03686
230.16667,0.03747
231.26667,0.03810
232.35000,0.03873
233.43333,0.03932
234.53333,0.03987
235.61667,0.04038
236.70000,0.04087
237.78333,0.04135
238.88333,0.04180
239.96667,0.04222
241.05000,0.04257
242.13333,0.04284
243.21667,0.04301
244.31667,0.04307
245.40000,0.04300
246.48333,0.04279
247.56667,0.04245
248.66667,0.04201
249.75000,0.04152
250.83333,0.04100
251.91667,0.04050
253.01667,0.04005
254.10000,0.03970
255.18333,0.03948
256.28333,0.03944
257.36667,0.03957
258.46667,0.03988
259.55000,0.04035
260.63333,0.04095
261.73333,0.04163
262.81667,0.04231
263.90000,0.04292
265.00000,0.04336
266.08333,0.04355
267.16667,0.04343
268.26667,0.04298
269.35000,0.04218
270.43333,0.04110
271.51667,0.03979
272.61667,0.03835
273.70000,0.03691
274.80000,0.03559
275.88333,0.03448
276.98333,0.03368
278.06667,0.03321
279.16667,0.03306
280.25000,0.03321
281.35000,0.03361
282.43333,0.03419
283.53333,0.03490
284.63333,0.03566
285.71667,0.03644
286.81667,0.03721
287.90000,0.03799
289.00000,0.03879
290.10000,0.03962
291.20000,0.04048
292.30000,0.04136
293.38333,0.04226
294.48333,0.04319
295.56667,0.04414
296.66667,0.04512
297.75000,0.04613
298.85000,0.04718
299.95000,0.04833
301.05000,0.04962
302.13333,0.05107
303.23333,0.05268
304.33333,0.05441
305.43333,0.05617
306.51667,0.05790
307.61667,0.05946
308.70000,0.06074
309.80000,0.06161
310.88333,0.06196
311.98333,0.06175
313.08333,0.06100
314.16667,0.05979
315.26667,0.05824
316.36667,0.05649
317.46667,0.05469
318.55000,0.05301
319.65000,0.05157
320.73333,0.05046
321.83333,0.04970
322.91667,0.04921
324.01667,0.04891
325.11667,0.04870
326.20000,0.04846
327.30000,0.04810
328.38333,0.04753
329.48333,0.04672
330.58333,0.04570
331.68333,0.04456
332.76667,0.04342
333.86667,0.04240
334.96667,0.04163
336.05000,0.04117
337.15000,0.04110
338.23333,0.04145
339.33333,0.04217
340.41667,0.04317
341.51667,0.04433
342.60000,0.04549
343.70000,0.04654
344.78333,0.04740
345.88333,0.04797
346.98333,0.04820
348.08333,0.04807
349.16667,0.04763
350.26667,0.04694
351.36667,0.04608
352.46667,0.04512
353.56667,0.04413
354.65000,0.04317
355.75000,0.04230
356.85000,0.04157
357.93333,0.04101
359.03333,0.04061
360.13333,0.04040
361.21667,0.04039
362.31667,0.04061
363.41667,0.04105
364.50000,0.04172
365.60000,0.04257
366.70000,0.04355
367.80000,0.04461
368.90000,0.04567
369.98333,0.04661
371.08333,0.04733
372.18333,0.04773
373.28333,0.04776
374.38333,0.04743
375.48333,0.04678
376.58333,0.04588
377.68333,0.04485
378.78333,0.04383
379.88333,0.04295
380.98333,0.04236
382.08333,0.04214
383.20000,0.04230
384.30000,0.04280
385.40000,0.04357
386.50000,0.04454
387.60000,0.04558
388.70000,0.04660
389.81667,0.04750
390.91667,0.04821
392.01667,0.04873
393.11667,0.04910
394.21667,0.04937
395.31667,0.04960
